Mes,Año,Observado,ACCESS-CM2_r1i1p1f1,ACCESS-ESM1-5_r1i1p1f1,ACCESS-ESM1-5_r2i1p1f1,AWI-CM-1-1-MR_r1i1p1f1,BCC-CSM2-MR_r1i1p1f1,CAMS-CSM1-0_r1i1p1f1,CAMS-CSM1-0_r2i1p1f1,CanESM5-CanOE_r1i1p2f1,CanESM5_r1i1p1f1,CanESM5_r2i1p1f1,CanESM5_r3i1p1f1,CanESM5_r4i1p1f1,CanESM5_r5i1p1f1,CESM2-WACCM_r3i1p1f1,CESM2_r1i1p1f1,CESM2_r2i1p1f1,CMCC-CM2-SR5_r1i1p1f1,CMCC-ESM2_r1i1p1f1,EC-Earth3-Veg-LR_r1i1p1f1,EC-Earth3-Veg_r2i1p1f1,EC-Earth3_r1i1p1f1,FGOALS-f3-L_r1i1p1f1,FIO-ESM-2-0_r1i1p1f1,FIO-ESM-2-0_r2i1p1f1,FIO-ESM-2-0_r3i1p1f1,GFDL-ESM4_r1i1p1f1,GISS-E2-1-G_r1i1p1f2,HadGEM3-GC31-LL_r1i1p1f3,IITM-ESM_r1i1p1f1,INM-CM4-8_r1i1p1f1,INM-CM5-0_r1i1p1f1,KACE-1-0-G_r1i1p1f1,MCM-UA-1-0_r1i1p1f2,MIROC-ES2L_r1i1p1f2,MIROC6_r1i1p1f1,MIROC6_r2i1p1f1,MIROC6_r3i1p1f1,MPI-ESM1-2-HR_r2i1p1f1,MPI-ESM1-2-LR_r1i1p1f1,MPI-ESM1-2-LR_r2i1p1f1,MPI-ESM1-2-LR_r3i1p1f1,MPI-ESM1-2-LR_r4i1p1f1,MPI-ESM1-2-LR_r5i1p1f1,MRI-ESM2-0_r1i1p1f1,NESM3_r1i1p1f1,NESM3_r2i1p1f1,NorESM2-LM_r1i1p1f1,NorESM2-MM_r1i1p1f1,TaiESM1_r1i1p1f1,UKESM1-0-LL_r1i1p1f2
1,2078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0
3,2078,,20.2,2.2,0.0,0.0,3.8,0.0,0.0,0.0,0.0,4.9,1.2,0.0,0.0,8.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.6,0.0,0.0,0.0,10.6,0.0,0.8,0.0,0.5,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,4.2,0.0,12.6
4,2078,,63.3,8.2,0.0,0.0,0.0,0.0,17.3,25.9,10.3,5.2,6.4,0.0,0.0,22.6,1.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,92.6,0.0,42.2,23.9,6.0,0.0,0.0,12.2,1.6,0.0,5.4,0.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0,19.6,0.0,0.0,7.7,3.7,21.4
5,2078,,2.0,109.3,3.5,0.1,41.1,3.3,27.0,88.9,5.0,19.9,12.2,95.0,216.4,0.0,15.5,0.0,4.1,0.0,0.5,45.4,259.6,46.3,48.0,0.0,5.3,10.3,66.7,215.8,0.0,32.4,22.3,0.0,10.8,62.5,5.0,0.0,0.6,16.4,4.8,1.2,0.6,9.3,102.5,4.4,4.5,0.2,0.0,19.8,108.7,8.6
6,2078,,92.0,154.2,21.4,202.0,63.4,22.9,30.8,308.9,48.1,28.0,90.1,87.7,0.2,42.3,47.6,39.7,93.4,60.6,101.4,1.5,57.2,304.6,62.1,68.2,57.6,302.5,157.0,150.3,306.2,180.4,272.8,50.8,171.7,5.7,11.2,0.4,60.5,82.9,0.0,59.1,18.5,113.1,31.6,364.4,68.0,0.0,84.3,17.5,28.2,98.3
7,2078,,125.1,0.0,23.4,37.4,195.7,132.2,66.7,21.8,0.0,0.0,23.0,2.9,26.7,402.7,60.4,262.3,50.4,17.3,78.4,0.0,10.8,81.7,25.7,99.7,28.3,186.1,40.2,129.7,20.2,12.6,235.8,225.2,69.6,14.4,1.7,93.9,34.5,0.0,2.8,65.9,3.3,81.3,0.0,6.7,52.3,22.0,34.7,0.0,32.1,17.9
8,2078,,149.0,105.1,73.9,40.2,0.0,102.4,0.0,61.3,0.0,8.2,65.5,11.7,10.9,100.8,84.7,31.0,33.3,0.0,12.3,0.0,33.7,31.8,8.7,11.6,42.5,35.5,70.3,58.2,29.1,43.1,80.2,41.4,153.7,34.7,48.6,6.6,76.2,43.6,34.0,30.8,85.6,76.0,61.4,31.8,33.4,0.0,0.0,14.0,8.5,204.1
9,2078,,18.2,28.9,15.7,6.3,28.7,0.0,13.7,1.2,4.4,4.2,54.2,7.2,74.7,95.7,23.4,16.4,6.4,2.3,15.9,0.0,1.1,158.0,0.9,116.7,0.0,67.2,12.7,7.0,7.6,12.6,147.6,0.9,173.7,1.5,2.4,11.0,134.8,0.0,0.0,11.1,8.1,0.9,57.0,1.9,5.7,0.0,0.3,0.0,0.7,4.0
10,2078,,0.0,0.0,0.0,2.6,0.0,0.0,20.3,0.0,1.9,0.0,1.5,2.2,0.0,74.2,0.0,6.7,14.5,0.0,19.3,0.0,52.0,9.8,18.3,0.0,0.0,28.2,2.8,17.8,0.0,1.6,1.7,0.0,17.3,24.4,0.0,0.0,15.3,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.3,0.0,0.0,15.7,76.6
11,2078,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,13.6,0.0,0.0,3.3,0.0,0.0,15.1,0.0,0.0,11.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,3.1,10.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,1.4,0.0,14.7,0.0,2.5,0.0,0.0,0.0,18.3
12,2078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2079,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2079,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2079,,0.0,9.8,0.0,27.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,10.3,0.5,0.0,0.5,0.0,32.7,0.4,0.0,28.9,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0
4,2079,,2.1,0.0,0.0,0.0,77.4,0.0,7.2,0.0,0.0,5.4,20.7,16.3,1.3,1.4,0.8,25.5,8.0,0.9,13.7,1.2,13.5,0.0,0.0,0.0,0.5,10.5,33.0,10.4,1.8,7.3,50.8,0.0,82.5,22.3,97.9,0.0,24.5,0.0,20.6,0.0,0.3,2.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2079,,0.0,0.0,25.9,0.0,0.0,37.9,20.1,1.3,13.8,13.8,70.6,0.0,70.9,0.0,152.5,27.4,0.0,0.0,0.0,2.6,11.1,45.8,6.2,23.0,9.5,8.0,10.2,0.0,6.5,7.8,12.6,54.6,46.1,157.6,214.4,14.9,70.4,37.1,0.0,16.5,43.3,1.0,3.4,11.0,33.5,48.2,4.2,42.5,2.2,94.1
6,2079,,124.3,101.7,84.3,83.1,31.0,22.1,0.4,183.3,105.4,89.6,1.1,46.0,103.7,51.2,100.8,33.3,110.9,142.7,85.5,20.5,98.6,56.3,63.9,17.7,84.8,45.3,17.2,88.5,393.7,48.8,4.7,278.7,59.4,217.6,0.2,0.4,223.0,16.1,66.7,281.0,42.5,18.7,86.6,70.8,31.1,20.5,0.9,156.2,229.0,450.2
7,2079,,49.1,0.0,75.2,64.6,36.1,44.9,57.3,153.8,42.6,16.6,3.1,46.0,22.9,82.3,145.9,90.5,97.6,122.2,103.6,0.0,24.1,2.0,39.5,33.8,128.0,10.3,129.7,1.6,40.5,89.6,31.8,102.3,64.0,93.7,23.9,18.5,66.2,112.5,8.2,74.8,28.8,9.7,129.9,4.0,24.7,155.8,0.0,22.6,39.8,245.2
8,2079,,45.5,79.2,301.3,34.4,7.4,71.3,33.3,86.3,34.6,5.7,0.0,53.4,82.2,23.7,34.0,28.9,41.2,18.0,43.3,0.0,103.4,4.9,59.2,29.1,3.0,2.9,16.2,3.5,40.6,15.2,0.0,192.5,124.5,49.3,7.5,43.8,37.5,128.3,99.2,25.3,0.0,0.0,16.3,31.5,8.4,51.4,13.0,48.5,0.0,84.1
9,2079,,22.8,22.4,4.1,2.6,0.0,21.3,18.6,14.9,9.4,7.6,3.7,10.9,0.0,72.1,15.6,0.0,66.0,8.7,13.7,0.6,0.0,1.9,0.3,15.0,211.9,0.9,2.3,0.7,24.0,8.6,0.0,18.9,23.0,5.4,0.4,24.9,0.0,15.6,10.5,0.0,0.2,9.5,0.0,15.2,13.8,2.8,11.6,1.4,23.7,2.5
10,2079,,20.1,0.0,13.1,0.0,17.2,0.0,56.3,116.1,0.0,0.0,0.0,0.0,0.8,0.0,28.7,4.1,6.7,30.2,0.0,0.0,0.0,6.8,15.6,2.7,44.2,27.1,0.0,0.0,2.6,0.0,0.0,5.2,24.8,13.0,0.0,16.2,16.5,45.6,0.0,0.0,0.0,1.3,0.6,20.4,0.0,8.5,0.0,58.8,0.0,25.7
11,2079,,0.0,0.0,0.0,0.3,18.4,0.0,0.0,0.0,0.0,4.7,0.0,0.0,2.7,5.3,5.8,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,23.1,0.0,0.0,0.0
12,2079,,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2080,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2080,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2080,,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,5.5,0.0,2.3,20.0,0.0,0.4,0.0,0.0,0.7,14.0,0.0,0.0,1.5,19.8,0.0,17.6,0.0,0.0,7.9,4.3,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,27.4,11.5,0.0,0.0,3.1,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0
4,2080,,0.0,0.0,173.3,28.4,22.7,0.7,14.2,16.3,8.3,0.0,1.5,0.0,0.0,21.7,14.0,4.3,2.7,1.8,2.9,2.3,0.0,0.0,4.0,0.0,0.7,8.0,1.6,2.4,5.6,1.5,0.0,6.8,1.4,0.0,27.2,13.4,0.0,43.9,0.6,1.2,0.0,0.2,3.1,0.0,0.0,0.1,3.7,0.0,0.0,0.0
5,2080,,3.5,114.3,77.7,0.0,60.0,7.6,15.4,28.6,81.9,0.0,7.1,0.0,24.3,108.3,18.5,77.2,50.4,90.0,44.4,5.2,0.0,4.9,57.1,59.6,5.5,3.5,10.5,36.4,3.3,1.4,19.0,55.7,90.9,47.0,0.0,0.0,8.0,277.0,0.0,1.5,14.7,2.6,0.0,66.4,1.7,7.0,110.1,9.3,35.3,14.1
6,2080,,87.4,92.0,85.9,196.9,263.7,86.4,1.7,13.6,260.0,54.9,0.0,185.0,104.5,148.3,228.4,104.4,56.3,123.2,51.1,0.0,0.0,0.0,44.0,96.2,271.7,275.5,315.1,124.2,203.9,35.2,166.5,71.7,85.7,2.9,166.3,27.3,76.4,43.6,97.5,27.1,25.5,91.0,131.4,68.6,3.5,12.8,60.7,54.4,13.8,99.7
7,2080,,142.4,32.7,76.4,54.7,74.9,131.3,0.0,6.7,56.6,188.0,4.6,58.4,17.3,13.2,79.8,1.7,17.7,72.9,101.4,260.7,18.4,2.8,112.8,8.3,70.5,28.4,65.0,11.8,4.1,0.0,26.4,15.6,141.1,0.0,172.4,13.9,5.6,155.6,42.4,84.7,2.3,5.8,7.3,42.5,97.6,8.0,53.1,27.2,6.2,118.9
8,2080,,86.9,8.4,27.9,8.8,34.3,70.2,84.2,7.7,4.0,39.6,17.4,0.0,0.0,110.1,64.5,72.4,27.0,17.9,24.5,55.6,0.0,53.1,0.0,168.6,67.6,58.0,54.2,6.0,66.5,56.8,80.3,17.6,78.7,4.1,33.5,26.2,8.3,142.1,8.6,8.5,5.8,5.2,43.5,61.7,102.0,0.0,144.2,92.1,68.5,50.0
9,2080,,18.2,1.2,11.6,7.0,23.4,116.4,25.4,19.3,4.9,71.1,7.4,58.1,10.8,6.9,0.0,11.4,1.5,15.6,0.0,12.4,0.0,1.7,2.1,0.0,0.0,0.0,22.7,16.2,17.6,2.2,1.5,20.7,37.2,1.4,14.8,0.0,5.9,0.0,0.1,1.0,0.2,22.2,0.1,1.0,2.2,11.7,14.1,6.5,5.2,2.3
10,2080,,0.0,20.8,3.8,90.1,0.0,7.0,0.0,12.7,0.0,1.9,2.5,29.7,1.5,0.0,5.0,8.7,4.9,4.2,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,41.8,64.4,3.0,0.0,0.0,24.7,83.4,0.0,72.9,18.8,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.9,0.0,0.0,13.5,18.3,0.0,4.1
11,2080,,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,5.8,1.4,0.0,1.3,10.5,0.0,1.1,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,6.3,2.0,0.0
12,2080,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1,2081,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2081,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2081,,0.0,4.3,0.0,0.0,2.5,0.0,106.7,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.2,0.0,5.8,0.0,9.1,0.0,0.0,6.7,0.0,5.5,0.0,0.0,0.0,10.8,0.0,0.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0
4,2081,,0.0,3.0,0.0,0.6,0.0,0.9,0.0,0.0,38.9,3.4,0.0,35.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,9.7,0.0,0.0,4.4,0.0,63.1,88.5,0.0,0.0,10.1,16.5,0.0,0.0,0.0,8.3,0.0,3.4,0.1,0.0,0.0,8.8,0.2,136.2,0.0,66.8,8.8
5,2081,,1.8,33.1,0.6,64.4,33.2,59.3,12.9,0.0,0.0,55.8,76.5,63.1,141.7,185.4,19.0,0.0,0.0,0.0,152.9,14.3,106.0,119.2,0.0,0.0,5.8,14.6,41.1,139.3,18.0,20.4,20.6,8.4,0.0,125.8,29.4,29.1,0.0,4.8,2.0,10.0,3.2,0.0,0.0,34.7,2.8,27.9,29.6,97.0,0.6,108.7
6,2081,,205.8,108.6,12.1,0.0,85.7,37.7,36.8,59.3,175.1,386.3,0.6,35.9,66.0,3.2,165.2,48.3,51.1,2.1,24.5,68.4,154.0,53.1,1.0,16.6,8.8,39.7,41.8,351.0,65.8,24.2,94.9,113.8,112.6,83.6,118.6,95.1,93.8,39.1,74.6,109.5,18.1,0.3,94.4,46.4,148.7,425.4,100.8,53.7,251.7,0.0
7,2081,,169.3,79.3,106.0,50.6,10.4,115.4,48.9,11.7,3.0,5.1,67.0,83.7,0.0,119.9,31.6,42.4,30.4,15.2,0.0,2.8,32.9,3.3,20.7,52.0,23.9,255.8,120.9,53.8,14.4,129.1,73.1,76.2,27.3,21.0,40.6,2.6,18.9,47.0,0.0,10.3,75.9,127.9,9.0,0.0,2.7,191.8,92.6,30.9,171.8,74.3
8,2081,,101.9,96.5,12.6,36.6,43.8,49.9,72.4,43.9,0.0,38.9,6.3,6.8,6.4,6.1,65.4,46.7,0.0,14.6,41.7,63.2,15.4,68.2,4.9,0.0,12.8,46.2,18.5,98.2,14.1,8.5,19.6,49.6,103.1,11.1,16.7,0.0,0.0,74.2,30.6,5.2,0.0,41.3,2.5,235.8,8.2,2.4,49.5,61.5,57.2,0.0
9,2081,,15.5,184.6,0.8,3.2,76.0,0.0,13.5,0.0,5.3,3.7,19.9,1.8,0.0,0.0,61.9,1.7,45.2,0.0,9.3,1.2,11.0,137.2,0.3,24.1,1.8,0.4,0.0,100.7,14.0,0.0,21.1,5.2,27.6,1.2,13.7,26.2,1.5,7.1,1.9,5.0,0.0,8.8,15.1,15.1,0.0,10.6,10.9,2.5,5.0,5.7
10,2081,,0.0,4.4,0.0,0.9,0.0,21.2,23.3,2.0,0.0,0.0,0.0,0.0,0.0,7.3,59.2,25.4,0.0,0.0,0.0,0.0,0.0,78.6,17.2,3.9,0.0,0.0,0.0,22.0,23.5,2.1,1.5,0.0,0.0,0.0,0.0,20.2,0.0,4.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,61.1,3.9,6.5,31.0,0.0
11,2081,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,15.7,0.0,0.0,3.0,0.0,0.0,2.2,9.8,6.4,0.0,0.0,4.8,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,6.7,0.0
12,2081,,38.3,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.9,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0
1,2082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2082,,0.0,9.9,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,1.2,0.0,5.4,42.6,0.0,0.0,15.0,0.0,0.0,71.0,0.0,40.4,0.0,3.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.8,0.4,0.0,0.0,0.0,0.0,0.0,23.8
4,2082,,0.6,3.7,12.7,14.2,1.7,24.6,0.0,10.6,7.6,0.0,6.0,0.0,1.2,2.8,0.0,6.2,0.0,1.7,12.2,4.4,16.2,16.7,35.5,23.5,68.0,1.4,0.0,9.4,77.9,32.0,8.0,6.3,4.7,12.3,0.0,6.3,14.9,1.1,0.0,0.0,22.9,0.0,0.0,0.0,0.2,15.5,0.0,0.0,2.0,0.0
5,2082,,65.6,144.5,16.3,18.9,9.8,11.7,120.0,77.8,49.7,140.4,2.7,6.7,54.0,22.0,40.4,2.0,55.3,18.9,146.4,5.1,34.9,4.9,80.2,47.1,1.1,149.4,0.0,0.0,53.4,65.1,6.5,7.8,17.5,60.7,16.1,0.8,35.0,36.6,44.5,4.1,0.0,8.1,6.0,64.4,7.9,0.5,2.2,70.6,15.8,13.8
6,2082,,17.8,56.6,52.6,70.1,175.6,45.4,26.3,31.3,32.6,113.0,76.8,28.8,41.2,71.5,95.0,60.4,29.0,142.9,53.8,108.1,399.4,307.6,81.7,410.6,121.5,107.7,0.0,26.8,19.6,53.1,66.4,412.1,567.7,17.1,33.5,73.1,54.0,47.7,91.0,19.2,20.5,36.8,94.9,93.2,0.0,7.0,60.5,18.0,65.0,1.5
7,2082,,0.0,0.8,146.1,16.5,37.0,2.2,62.4,0.0,229.3,22.3,3.8,0.0,10.3,4.3,163.8,8.6,0.0,80.5,52.1,42.6,131.0,141.4,43.5,71.8,243.5,37.2,5.1,37.6,120.7,63.4,37.1,72.2,52.0,76.9,1.4,0.0,24.1,1.5,40.1,19.3,53.0,105.1,70.7,4.2,4.8,68.2,32.3,68.0,49.1,0.0
8,2082,,85.4,18.4,78.8,7.7,0.0,0.0,46.5,0.0,66.9,37.0,26.0,52.1,0.0,10.8,0.0,22.7,0.0,16.0,5.7,0.0,440.5,0.0,70.5,172.1,22.6,13.3,0.0,4.0,5.6,18.5,42.1,0.0,47.2,45.7,0.0,7.7,0.0,20.1,31.9,21.5,0.0,40.2,14.3,97.7,0.0,0.0,88.0,52.5,6.9,0.0
9,2082,,0.0,14.3,0.4,5.5,16.7,42.9,17.4,0.0,12.1,9.7,0.0,6.2,1.0,25.7,7.9,52.0,0.0,12.7,0.5,2.4,55.3,0.0,325.3,25.6,7.9,0.0,0.0,0.0,1.8,11.3,11.6,2.0,0.0,0.0,8.3,7.5,7.4,0.0,56.8,0.0,0.0,1.3,3.9,12.6,0.0,11.2,13.4,5.4,8.2,20.4
10,2082,,70.6,20.7,0.0,0.0,0.0,60.6,19.6,10.7,0.0,3.5,0.0,1.4,0.7,0.0,0.0,14.3,0.0,0.0,36.1,23.8,2.1,36.1,0.0,7.8,20.3,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,114.1,0.0,0.0,0.8,0.0,0.0,10.6,0.0,0.0,23.6,6.2,3.5,0.0,7.2,0.0,1.7,1.5
11,2082,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,46.4,0.0,0.0,1.3,0.0,20.6,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,6.4,9.6,0.0,4.9,0.0,3.2,0.0,0.0,0.0,0.0,0.0
12,2082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0
1,2083,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2083,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2083,,0.0,4.2,0.0,0.0,0.0,0.0,30.5,8.3,0.0,0.0,9.0,0.0,0.2,0.0,0.0,10.2,24.2,29.2,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.2,0.0,4.9,0.0,0.0,0.0
